#timestep time dt l2_h l2_h_vcon1 l2_h_vcon2 linf_h linf_h_vcon1 linf_h_vcon2 dsdu_ut entropy mass h_squared 
5400 421301.2635404914 76.02537730671035 34.76031471997004 0.08346422532648279 0.09625868526964787 221.01101171520713 0.3852543078822094 0.652539949768174 -7.837899994447106e-6 1.5690750887060133e8 5619.927979669275 3.1678851209640186e7
5450 425032.54904918524 76.02559903857541 34.733834632259274 0.08399674938888538 0.09674699194890483 220.67997270642172 0.38758379549560407 0.6504671049178194 -7.813328627646659e-6 1.56907508841415e8 5619.927979669353 3.1678794425464172e7
5500 428833.99140642164 76.03296662848578 34.62056290770219 0.08463386463979583 0.0971356405451703 222.00428129070588 0.3899950457711021 0.6485572422438736 -7.873150730487986e-6 1.5690750881162015e8 5619.927979669309 3.1678735678229928e7
5550 432635.94044543535 76.04543055909043 35.04182493798104 0.08514589928604313 0.0973765038503981 224.55229425390007 0.39229738440923373 0.6468747486268519 -7.989163670397e-6 1.5690750878148648e8 5619.927979669318 3.1678747338201214e7
5600 436438.6024929103 76.0611426515063 35.4783010611459 0.08569973789545504 0.09759176133562802 227.46395132653197 0.39428421137039116 0.6452932521426035 -8.114551876178381e-6 1.569075087508701e8 5619.927979669302 3.167880463464574e7
5650 440242.1013300219 76.07867650561937 36.1025710881609 0.0861410225453302 0.09782126893737209 229.9387117438837 0.3960641290683037 0.6436775881390484 -8.233498106354378e-6 1.5690750871977308e8 5619.927979669331 3.1678903716236897e7
5700 444046.50472410244 76.0972312531203 36.597396942150766 0.08658768329929309 0.09811509606797944 231.5891169964998 0.3977843621793534 0.6419614026961786 -8.349376941212461e-6 1.5690750868821654e8 5619.927979669295 3.167898013431368e7
5750 447851.8598634212 76.11679367706026 36.793235420062715 0.08707980543726956 0.09851793800549624 232.51847650698164 0.3995839946910165 0.6401364404191959 -8.445917087656056e-6 1.5690750865624824e8 5619.927979669357 3.1678965984059393e7
5800 451658.23532871885 76.13821391192347 36.843990920098186 0.08759879042901686 0.09896224703024052 233.10407809625121 0.4017322039254469 0.6381863670768138 -8.47264683542053e-6 1.5690750862403697e8 5619.927979669343 3.1678832076283783e7
5850 455465.75863001694 76.16287899248918 36.80073780610315 0.0881863130980466 0.09938592095807816 233.58806128091146 0.4044476114544407 0.6360648732172024 -8.467501036223793e-6 1.569075085918249e8 5619.927979669347 3.1678607125866286e7
5900 459274.6138928684 76.19121351566217 36.64977869167924 0.08884622528828622 0.09977333105180833 233.70012861850228 0.4077032821843452 0.6338416169117029 -8.432014130974357e-6 1.569075085596251e8 5619.927979669291 3.1678408547590695e7
5950 463084.8911794672 76.21817297705347 36.519465375421504 0.08944265618017813 0.10014670501551885 232.7424041825425 0.4113745305973656 0.6321024699977843 -8.487533105337251e-6 1.5690750852738312e8 5619.9279796692845 3.1678385352370232e7
